rodada;data;hora;time_casa;time_fora;gols_casa;gols_fora;tecnico_casa;tecnico_fora;estadio;stat_chutes_casa;stat_chutes_fora;stat_chutes_a_gol_casa;stat_chutes_a_gol_fora;stat_posse_de_bola_casa;stat_posse_de_bola_fora;stat_passes_casa;stat_passes_fora;stat_faltas_casa;stat_faltas_fora;stat_cartões_amarelos_casa;stat_cartões_amarelos_fora;stat_cartões_vermelhos_casa;stat_cartões_vermelhos_fora;stat_impedimentos_casa;stat_impedimentos_fora;stat_escanteios_casa;stat_escanteios_fora
28;15/10/2017;17:01;Chapecoense;Flamengo;0;1;E. Hartkopp;R. Rueda Rivera;Arena Condá;15;16;4;5;42%;58%;296;423;23;17;2;2;0;0;1;5;7;2
28;15/10/2017;17:00;Atlético-GO;Palmeiras;1;3;J. P. Sanches;A. Valentim do Carmo Neto;Estádio Olímpico Pedro Ludovico Teixeira;14;15;4;9;42%;58%;436;615;18;13;1;1;1;0;2;1;2;3
28;15/10/2017;17:00;Fluminense;Avaí;1;0;A. da Silva Braga;C. dos Santos Oliveira;Maracanã;19;6;4;2;51%;49%;486;463;18;12;2;2;0;0;1;2;6;6
28;15/10/2017;17:02;Sport Recife;Atlético-MG;1;1;V. Luxemburgo da Silva;O. de Oliveira Filho;Adelmar da Costa Carvalho;20;12;6;2;48%;52%;381;431;19;14;2;2;0;0;0;2;6;3
28;15/10/2017;19:00;Coritiba;Grêmio;0;1;M. de Oliveira Santos;Renato Gaúcho;Couto Pereira;13;6;4;1;55%;45%;437;352;14;16;4;3;0;0;1;4;2;11
28;15/10/2017;19:00;Bahia;Corinthians;2;0;P. Carpegiani;F. Carille;Itaipava Arena Fonte Nova;7;8;3;3;47%;53%;451;515;11;16;0;2;0;0;2;2;7;4
28;16/10/2017;20:01;Santos;EC Vitória;2;2;L. Culpi;V. Carmo Mancini;Estádio Municipal Paulo Machado de Carvalho;14;21;6;6;55%;45%;463;381;12;15;2;4;0;0;0;0;5;12
27;11/10/2017;19:30;Athletico-PR;Atlético-GO;2;2;F. Soares Pessoa;J. P. Sanches;Estádio Joaquim Américo Guimarães;16;9;6;3;62%;38%;605;365;15;17;3;2;0;0;2;1;5;4
27;11/10/2017;19:30;Botafogo;Chapecoense;2;1;J. Ribeiro Ventura;E. Hartkopp;Estádio Nilton Santos;12;6;2;3;65%;35%;577;328;12;20;1;3;0;0;6;1;4;3
27;11/10/2017;21:00;Corinthians;Coritiba;3;1;F. Carille;M. de Oliveira Santos;Neo Química Arena;16;11;5;4;58%;42%;539;389;8;16;1;3;0;0;1;4;10;6
27;11/10/2017;21:45;Grêmio;Cruzeiro;0;1;Renato Gaúcho;S. Lobo;Arena do Grêmio;12;13;3;4;56%;44%;589;479;15;13;0;0;0;0;2;1;7;2
27;11/10/2017;21:45;Avaí;Vasco da Gama;1;2;C. dos Santos Oliveira;J. Mannarino;Ressacada;19;11;5;6;61%;39%;491;329;23;28;5;2;1;1;4;0;9;2
27;11/10/2017;21:47;Atlético-MG;São Paulo;1;0;O. de Oliveira Filho;D. Silvestre Júnior;Estádio Raimundo Sampaio;25;9;7;2;46%;54%;391;448;16;12;1;3;0;0;1;0;9;10
27;12/10/2017;17:01;EC Vitória;Sport Recife;1;2;V. Carmo Mancini;V. Luxemburgo da Silva;Barradão;11;10;3;4;56%;44%;428;350;18;13;1;3;1;0;1;4;7;4
27;12/10/2017;17:01;Flamengo;Fluminense;1;1;R. Rueda Rivera;A. da Silva Braga;Maracanã;13;13;4;4;61%;39%;413;274;17;16;2;4;0;0;2;1;10;4
27;12/10/2017;17:00;Ponte Preta;Santos;1;1;E. Baptista;L. Culpi;Moisés Lucarelli;8;14;1;5;40%;60%;301;449;20;11;2;2;1;0;1;2;4;10
27;12/10/2017;21:02;Palmeiras;Bahia;2;2;A. Stival;P. Carpegiani;Estádio Municipal Paulo Machado de Carvalho;13;17;4;10;46%;54%;334;390;23;24;1;2;0;0;0;0;2;7
29;18/10/2017;19:32;Atlético-GO;Vasco da Gama;0;1;J. P. Sanches;J. Mannarino;Estádio do Governo do Estado de Goiás (Serra Dourada);10;10;4;4;47%;53%;429;483;23;10;2;2;1;0;0;1;7;5
29;18/10/2017;19:30;Coritiba;Cruzeiro;1;0;M. de Oliveira Santos;L. Venker de Menezes;Couto Pereira;16;13;3;2;35%;65%;337;623;7;9;1;1;0;0;2;0;7;7
29;18/10/2017;21:01;Atlético-MG;Chapecoense;2;3;O. de Oliveira Filho;E. Hartkopp;Estádio Raimundo Sampaio;4;17;2;7;51%;49%;427;420;16;15;1;3;1;0;4;2;6;4
29;18/10/2017;21:47;Avaí;Botafogo;1;1;C. dos Santos Oliveira;;Ressacada;17;10;6;2;41%;59%;338;503;20;22;2;4;0;0;1;0;8;4
29;18/10/2017;21:45;Fluminense;São Paulo;3;1;A. da Silva Braga;D. Silvestre Júnior;Maracanã;12;10;6;2;36%;64%;339;596;23;12;2;0;0;0;2;3;4;1
29;18/10/2017;21:46;Corinthians;Grêmio;0;0;F. Carille;Renato Gaúcho;Neo Química Arena;7;10;0;3;55%;45%;557;453;13;14;1;1;0;0;1;1;2;4
29;19/10/2017;20:01;EC Vitória;Athletico-PR;2;3;V. Carmo Mancini;F. Soares Pessoa;Barradão;20;9;7;7;63%;37%;515;328;11;12;0;3;0;0;1;2;9;4
29;19/10/2017;20:01;Palmeiras;Ponte Preta;2;0;A. Valentim do Carmo Neto;E. Baptista;Estádio Municipal Paulo Machado de Carvalho;14;8;7;0;64%;36%;513;283;14;18;0;4;0;0;1;5;10;4
29;19/10/2017;21:00;Flamengo;Bahia;4;1;R. Rueda Rivera;P. Carpegiani;Luso-Brasileiro;16;12;8;3;63%;37%;497;291;23;11;5;4;0;0;2;0;7;2
29;19/10/2017;21:01;Sport Recife;Santos;1;1;V. Luxemburgo da Silva;L. Culpi;Adelmar da Costa Carvalho;29;8;8;3;54%;46%;408;389;17;23;1;5;0;0;3;2;11;1
30;21/10/2017;17:00;Vasco da Gama;Coritiba;1;1;J. Mannarino;M. de Oliveira Santos;Maracanã;11;7;4;2;47%;53%;362;416;10;15;1;2;1;0;1;0;8;2
30;22/10/2017;17:00;Santos;Atlético-GO;1;0;L. Culpi;J. P. Sanches;Estádio Urbano Caldeira;18;14;8;3;57%;43%;542;423;15;14;1;1;0;0;4;3;10;2
30;22/10/2017;17:03;Bahia;EC Vitória;2;1;P. Carpegiani;V. Carmo Mancini;Itaipava Arena Fonte Nova;8;9;6;2;54%;46%;411;370;12;17;2;3;0;0;1;0;5;2
30;22/10/2017;16:59;Grêmio;Palmeiras;1;3;Renato Gaúcho;A. Valentim do Carmo Neto;Arena do Grêmio;6;12;2;5;49%;51%;472;482;17;19;2;1;0;0;4;0;2;4
30;22/10/2017;17:02;São Paulo;Flamengo;2;0;D. Silvestre Júnior;R. Rueda Rivera;Estádio Municipal Paulo Machado de Carvalho;5;10;3;3;40%;60%;366;514;14;12;1;1;0;0;0;1;3;8
30;22/10/2017;17:02;Athletico-PR;Sport Recife;2;1;F. Soares Pessoa;V. Luxemburgo da Silva;Estádio Joaquim Américo Guimarães;17;9;8;1;57%;43%;488;376;15;13;0;2;0;0;1;1;5;4
30;22/10/2017;17:00;Cruzeiro;Atlético-MG;1;3;L. Venker de Menezes;O. de Oliveira Filho;Mineirão;15;14;5;5;59%;41%;467;337;23;14;2;4;0;0;2;1;6;3
30;22/10/2017;19:01;Chapecoense;Fluminense;2;0;E. Hartkopp;A. da Silva Braga;Arena Condá;9;13;3;3;33%;67%;291;608;22;12;1;1;0;0;2;1;4;3
30;22/10/2017;19:00;Ponte Preta;Avaí;1;2;E. Baptista;C. dos Santos Oliveira;Moisés Lucarelli;29;11;2;3;69%;31%;513;251;19;19;5;2;0;0;0;2;12;5
30;23/10/2017;20:00;Botafogo;Corinthians;2;1;J. Ribeiro Ventura;F. Carille;Estádio Nilton Santos;17;8;6;3;38%;62%;375;629;19;14;3;2;0;0;2;0;6;2
31;28/10/2017;17:03;São Paulo;Santos;2;1;D. Silvestre Júnior;L. Culpi;Estádio Municipal Paulo Machado de Carvalho;15;7;5;2;45%;55%;385;460;12;31;1;6;0;0;0;2;7;4
31;28/10/2017;19:00;Flamengo;Vasco da Gama;0;0;R. Rueda Rivera;J. Mannarino;Maracanã;14;8;4;0;57%;43%;457;348;16;12;1;1;0;0;3;1;5;2
31;28/10/2017;20:00;Athletico-PR;Chapecoense;0;0;F. Soares Pessoa;G. Kleina;Estádio Joaquim Américo Guimarães;15;6;4;2;63%;37%;630;388;6;20;1;4;0;0;5;0;6;4
31;29/10/2017;17:01;Ponte Preta;Corinthians;1;0;E. Baptista;F. Carille;Moisés Lucarelli;8;19;2;7;32%;68%;263;567;19;12;4;1;0;0;3;1;3;8
31;29/10/2017;17:00;Fluminense;Bahia;1;1;A. da Silva Braga;P. Carpegiani;Maracanã;11;6;5;1;68%;32%;579;274;19;17;1;3;0;1;1;1;2;4
31;29/10/2017;17:00;Atlético-MG;Botafogo;0;0;O. de Oliveira Filho;J. Ribeiro Ventura;Estádio Raimundo Sampaio;16;9;2;1;60%;40%;469;317;21;16;1;2;0;0;2;0;8;3
31;29/10/2017;18:01;EC Vitória;Atlético-GO;1;1;V. Carmo Mancini;J. P. Sanches;Barradão;15;6;8;2;60%;40%;487;348;19;18;1;3;0;0;0;1;16;2
31;29/10/2017;18:01;Sport Recife;Coritiba;3;4;D. Pollo Barioni;M. de Oliveira Santos;Adelmar da Costa Carvalho;21;16;10;11;59%;41%;371;281;21;21;3;6;0;0;1;2;11;7
31;29/10/2017;19:03;Avaí;Grêmio;2;2;C. dos Santos Oliveira;Renato Gaúcho;Ressacada;21;8;7;4;53%;47%;472;444;13;19;1;2;0;0;0;1;10;4
31;30/10/2017;20:01;Palmeiras;Cruzeiro;2;2;A. Valentim do Carmo Neto;L. Venker de Menezes;Allianz Parque;24;4;10;4;64%;36%;615;375;9;9;0;2;0;0;0;4;15;2
32;04/11/2017;17:01;Santos;Atlético-MG;3;1;Elano;O. de Oliveira Filho;Estádio Urbano Caldeira;16;14;5;4;49%;51%;437;448;12;18;1;3;0;0;3;4;10;7
32;04/11/2017;19:00;Botafogo;Fluminense;1;2;J. Ribeiro Ventura;A. da Silva Braga;Estádio Nilton Santos;6;17;3;2;41%;59%;351;493;16;16;3;4;0;0;0;1;1;5
32;04/11/2017;18:59;Atlético-GO;São Paulo;0;1;J. P. Sanches;D. Silvestre Júnior;Estádio do Governo do Estado de Goiás (Serra Dourada);6;12;1;2;40%;60%;409;637;17;9;2;0;0;0;2;0;2;4
32;04/11/2017;21:01;Coritiba;Avaí;4;0;M. de Oliveira Santos;C. dos Santos Oliveira;Couto Pereira;15;7;7;2;47%;53%;405;430;15;6;1;2;0;0;2;2;3;6
32;05/11/2017;17:02;Corinthians;Palmeiras;3;2;F. Carille;A. Valentim do Carmo Neto;Neo Química Arena;13;16;8;2;39%;61%;250;386;21;11;6;5;0;1;2;1;6;7
32;05/11/2017;16:59;Cruzeiro;Athletico-PR;1;0;L. Venker de Menezes;F. Soares Pessoa;Mineirão;16;9;4;2;47%;53%;488;536;9;13;1;2;0;0;2;1;4;5
32;05/11/2017;17:01;Grêmio;Flamengo;3;1;Renato Gaúcho;R. Rueda Rivera;Arena do Grêmio;11;9;6;2;59%;41%;660;466;12;14;0;0;0;0;0;0;2;3
32;05/11/2017;18:01;Bahia;Ponte Preta;2;0;P. Carpegiani;E. Baptista;Itaipava Arena Fonte Nova;17;7;6;0;51%;49%;394;368;16;18;1;2;0;0;0;1;7;7
32;05/11/2017;18:59;Vasco da Gama;EC Vitória;1;1;J. Mannarino;V. Carmo Mancini;Maracanã;3;17;2;6;40%;60%;343;495;17;23;3;4;0;0;1;2;1;3
32;05/11/2017;19:01;Chapecoense;Sport Recife;1;1;G. Kleina;D. Pollo Barioni;Arena Condá;9;7;5;3;42%;58%;308;425;21;16;3;3;0;1;1;3;0;2
33;08/11/2017;19:30;Ponte Preta;Grêmio;0;1;E. Baptista;Renato Gaúcho;Moisés Lucarelli;20;8;8;2;41%;59%;357;526;19;14;4;3;1;0;0;0;9;3
33;08/11/2017;19:32;Avaí;Bahia;1;2;C. dos Santos Oliveira;P. Carpegiani;Ressacada;22;10;5;6;45%;55%;353;438;18;25;2;2;0;0;4;0;10;3
33;08/11/2017;21:00;Sport Recife;Botafogo;1;2;D. Pollo Barioni;J. Ribeiro Ventura;Adelmar da Costa Carvalho;15;6;4;3;64%;36%;575;346;13;20;2;4;0;0;0;1;9;0
33;08/11/2017;21:01;Athletico-PR;Corinthians;0;1;F. Soares Pessoa;F. Carille;Estádio Joaquim Américo Guimarães;16;7;1;3;62%;38%;549;347;11;11;2;1;0;0;0;0;9;2
33;08/11/2017;21:45;Santos;Vasco da Gama;1;2;Elano;J. Mannarino;Estádio Urbano Caldeira;8;20;3;6;58%;42%;466;345;14;14;2;5;0;0;2;3;6;6
33;08/11/2017;21:45;Flamengo;Cruzeiro;2;0;R. Rueda Rivera;L. Venker de Menezes;Luso-Brasileiro;16;8;5;2;52%;48%;475;468;17;10;2;3;0;0;2;1;6;2
33;08/11/2017;21:44;EC Vitória;Palmeiras;3;1;V. Carmo Mancini;A. Valentim do Carmo Neto;Barradão;8;12;4;3;26%;74%;227;642;20;10;3;1;1;0;1;3;3;4
33;09/11/2017;20:01;São Paulo;Chapecoense;2;2;D. Silvestre Júnior;G. Kleina;Estádio Municipal Paulo Machado de Carvalho;17;6;5;2;69%;31%;604;287;8;14;1;2;0;0;0;1;13;3
33;09/11/2017;20:00;Atlético-MG;Atlético-GO;3;2;O. de Oliveira Filho;J. P. Sanches;Estádio Raimundo Sampaio;13;11;5;3;54%;46%;517;446;19;13;6;5;0;0;0;3;8;2
33;09/11/2017;21:00;Fluminense;Coritiba;2;2;A. da Silva Braga;M. de Oliveira Santos;Maracanã;13;17;2;7;62%;38%;435;273;11;20;3;4;0;0;2;0;7;10
34;11/11/2017;17:00;Botafogo;Athletico-PR;0;1;J. Ribeiro Ventura;F. Soares Pessoa;Estádio Nilton Santos;14;6;4;3;57%;43%;627;488;13;14;0;1;0;0;1;4;5;2
34;11/11/2017;19:00;Corinthians;Avaí;1;0;F. Carille;C. dos Santos Oliveira;Neo Química Arena;17;7;5;2;66%;34%;651;333;15;12;3;3;0;0;0;2;7;6
34;12/11/2017;17:02;Vasco da Gama;São Paulo;1;1;J. Mannarino;D. Silvestre Júnior;Estádio Vasco da Gama;25;7;3;1;51%;49%;380;386;15;15;2;2;0;1;2;2;5;3
34;12/11/2017;16:59;Palmeiras;Flamengo;2;0;A. Valentim do Carmo Neto;R. Rueda Rivera;Allianz Parque;10;11;5;1;45%;55%;387;456;12;18;0;1;0;0;0;6;4;5
34;12/11/2017;16:59;Atlético-GO;Sport Recife;2;0;J. P. Sanches;D. Pollo Barioni;Estádio Olímpico Pedro Ludovico Teixeira;6;12;3;3;41%;59%;379;525;20;15;0;3;0;0;1;1;2;9
34;12/11/2017;16:59;Grêmio;EC Vitória;1;1;Renato Gaúcho;V. Carmo Mancini;Alfredo Jaconi;16;8;5;2;72%;28%;624;255;14;16;0;1;0;1;2;1;8;2
34;12/11/2017;18:02;Bahia;Atlético-MG;2;2;P. Carpegiani;O. de Oliveira Filho;Itaipava Arena Fonte Nova;21;11;6;6;57%;43%;446;359;12;13;1;4;0;0;0;1;8;2
34;12/11/2017;19:00;Cruzeiro;Fluminense;3;1;L. Venker de Menezes;A. da Silva Braga;Mineirão;17;12;8;5;56%;44%;556;445;13;8;4;2;0;1;1;1;8;5
34;12/11/2017;19:01;Coritiba;Ponte Preta;1;1;M. de Oliveira Santos;E. Baptista;Couto Pereira;9;14;3;3;60%;40%;420;282;17;15;2;2;0;0;3;1;5;10
34;13/11/2017;20:01;Chapecoense;Santos;2;0;G. Kleina;Elano;Arena Condá;12;9;5;3;43%;57%;374;481;10;16;0;3;0;0;1;3;4;6
35;15/11/2017;17:01;Ponte Preta;Athletico-PR;2;1;E. Baptista;F. Soares Pessoa;Moisés Lucarelli;8;5;5;2;40%;60%;337;507;12;10;1;3;0;0;1;1;5;6
35;15/11/2017;19:29;Cruzeiro;Avaí;2;2;L. Venker de Menezes;C. dos Santos Oliveira;Mineirão;23;9;8;3;63%;37%;626;394;10;9;4;2;0;0;1;1;8;1
35;15/11/2017;19:31;Grêmio;São Paulo;1;0;Renato Gaúcho;D. Silvestre Júnior;Arena do Grêmio;13;9;5;4;38%;62%;431;679;16;12;1;3;0;0;3;1;7;3
35;15/11/2017;21:45;Vasco da Gama;Atlético-MG;1;1;J. Mannarino;O. de Oliveira Filho;Estádio Vasco da Gama;21;12;7;5;56%;44%;472;396;12;17;1;0;0;0;3;6;14;4
35;15/11/2017;21:45;Corinthians;Fluminense;3;1;F. Carille;A. da Silva Braga;Neo Química Arena;14;11;4;2;63%;37%;503;299;12;26;1;6;0;0;0;1;3;8
35;16/11/2017;20:00;Botafogo;Atlético-GO;1;2;J. Ribeiro Ventura;J. P. Sanches;Estádio Nilton Santos;19;13;3;5;65%;35%;537;308;12;17;1;3;0;0;1;3;8;5
35;16/11/2017;20:02;Chapecoense;EC Vitória;2;1;G. Kleina;V. Carmo Mancini;Arena Condá;9;8;4;3;51%;49%;349;340;17;18;1;4;0;0;2;1;4;1
35;16/11/2017;20:00;Palmeiras;Sport Recife;5;1;A. Valentim do Carmo Neto;D. Pollo Barioni;Allianz Parque;16;15;5;7;57%;43%;487;360;7;15;0;2;0;0;0;8;5;8
35;16/11/2017;21:00;Coritiba;Flamengo;1;0;M. de Oliveira Santos;R. Rueda Rivera;Couto Pereira;5;13;1;4;31%;69%;235;499;20;12;3;5;0;0;0;1;4;3
35;16/11/2017;21:02;Bahia;Santos;3;1;P. Carpegiani;Elano;Itaipava Arena Fonte Nova;10;12;4;7;40%;60%;338;491;17;16;3;2;0;0;1;1;3;11
36;19/11/2017;17:02;Sport Recife;Bahia;1;0;D. Pollo Barioni;P. Carpegiani;Adelmar da Costa Carvalho;15;8;6;2;46%;54%;360;434;21;16;4;3;0;0;0;1;8;3
36;19/11/2017;17:00;Flamengo;Corinthians;3;0;R. Rueda Rivera;F. Carille;Luso-Brasileiro;16;14;6;6;49%;51%;428;438;20;16;4;4;0;0;3;0;6;8
36;19/11/2017;17:00;EC Vitória;Cruzeiro;1;1;V. Carmo Mancini;L. Venker de Menezes;Barradão;12;19;4;3;34%;66%;303;575;20;7;3;2;0;0;2;0;3;7
36;19/11/2017;16:59;Atlético-GO;Chapecoense;1;1;J. P. Sanches;G. Kleina;Estádio Olímpico Pedro Ludovico Teixeira;14;15;5;5;60%;40%;509;343;12;23;4;4;0;0;1;2;4;5
36;19/11/2017;17:01;São Paulo;Botafogo;0;0;D. Silvestre Júnior;J. Ribeiro Ventura;Estádio Municipal Paulo Machado de Carvalho;9;11;2;4;64%;36%;588;327;13;17;2;3;0;0;0;1;4;5
36;19/11/2017;19:01;Athletico-PR;Vasco da Gama;3;1;F. Soares Pessoa;J. Mannarino;Estádio Joaquim Américo Guimarães;19;13;6;4;42%;58%;366;523;8;8;1;2;0;0;1;0;7;5
36;19/11/2017;19:00;Atlético-MG;Coritiba;3;0;O. de Oliveira Filho;M. de Oliveira Santos;Estádio Raimundo Sampaio;10;10;6;3;48%;52%;398;413;10;15;2;5;0;0;1;0;5;11
36;19/11/2017;19:00;Santos;Grêmio;1;0;Elano;C. Bueno;Estádio Urbano Caldeira;11;12;7;2;42%;58%;414;566;22;14;2;2;0;0;3;2;5;5
36;20/11/2017;17:00;Fluminense;Ponte Preta;2;0;A. da Silva Braga;E. Baptista;Maracanã;20;8;10;3;69%;31%;529;245;16;15;2;1;0;1;5;0;9;0
36;20/11/2017;20:02;Avaí;Palmeiras;2;1;C. dos Santos Oliveira;A. Valentim do Carmo Neto;Ressacada;9;21;4;8;29%;71%;284;694;9;10;2;2;0;0;6;1;2;3
37;25/11/2017;17:00;Fluminense;Sport Recife;1;2;A. da Silva Braga;D. Pollo Barioni;Maracanã;12;21;5;8;54%;46%;470;407;9;19;4;2;0;0;2;0;4;6
37;26/11/2017;17:01;Avaí;Athletico-PR;1;0;C. dos Santos Oliveira;F. Soares Pessoa;Ressacada;13;14;5;2;37%;63%;274;459;19;15;3;1;0;0;2;0;5;9
37;26/11/2017;17:02;Corinthians;Atlético-MG;2;2;F. Carille;O. de Oliveira Filho;Neo Química Arena;19;9;5;3;58%;42%;508;376;15;10;4;1;0;0;0;4;7;7
37;26/11/2017;17:01;Ponte Preta;EC Vitória;2;3;E. Baptista;V. Carmo Mancini;Moisés Lucarelli;9;24;7;10;32%;68%;204;444;11;19;3;6;1;0;0;3;3;10
37;26/11/2017;17:01;Coritiba;São Paulo;1;2;M. de Oliveira Santos;D. Silvestre Júnior;Couto Pereira;12;9;7;3;38%;62%;281;485;16;12;4;1;0;0;0;1;4;8
37;26/11/2017;17:00;Cruzeiro;Vasco da Gama;0;1;L. Venker de Menezes;J. Mannarino;Mineirão;21;9;6;4;67%;33%;572;295;16;20;3;2;0;0;2;1;11;3
37;26/11/2017;17:00;Grêmio;Atlético-GO;1;1;Renato Gaúcho;J. P. Sanches;Arena do Grêmio;10;15;4;2;51%;49%;524;506;14;16;2;3;0;0;1;0;4;7
37;26/11/2017;19:00;Flamengo;Santos;1;2;R. Rueda Rivera;Elano;Luso-Brasileiro;28;3;9;2;58%;42%;512;398;14;17;3;4;0;0;0;0;7;1
37;26/11/2017;19:05;Bahia;Chapecoense;0;1;P. Carpegiani;G. Kleina;Itaipava Arena Fonte Nova;14;9;3;4;62%;38%;431;283;16;21;4;3;1;0;1;1;9;5
37;27/11/2017;20:03;Palmeiras;Botafogo;2;0;A. Valentim do Carmo Neto;J. Ribeiro Ventura;Allianz Parque;11;14;6;4;63%;37%;533;315;19;17;3;4;0;0;0;1;8;4
38;03/12/2017;17:05;Atlético-MG;Grêmio;4;3;O. de Oliveira Filho;C. Bueno;Estádio Raimundo Sampaio;22;9;8;5;63%;37%;492;298;17;20;7;1;1;0;4;1;7;2
38;03/12/2017;17:05;Botafogo;Cruzeiro;2;2;J. Ribeiro Ventura;L. Venker de Menezes;Estádio Nilton Santos;13;8;6;2;44%;56%;348;439;13;28;1;5;0;1;3;1;4;5
38;03/12/2017;17:05;Santos;Avaí;1;1;Elano;C. dos Santos Oliveira;Estádio Urbano Caldeira;20;14;5;4;57%;43%;576;426;17;11;2;1;0;0;3;0;3;7
38;03/12/2017;17:04;Sport Recife;Corinthians;1;0;D. Pollo Barioni;F. Carille;Adelmar da Costa Carvalho;9;9;4;4;47%;53%;429;504;19;18;3;2;0;0;6;1;10;0
38;03/12/2017;17:05;EC Vitória;Flamengo;1;2;V. Carmo Mancini;R. Rueda Rivera;Barradão;18;12;4;3;44%;56%;366;472;17;13;2;3;2;0;0;2;4;2
38;03/12/2017;17:05;Atlético-GO;Fluminense;1;1;J. P. Sanches;A. da Silva Braga;Estádio Olímpico Pedro Ludovico Teixeira;11;17;4;9;37%;63%;284;462;16;18;1;4;0;0;2;1;4;13
38;03/12/2017;17:05;São Paulo;Bahia;1;1;D. Silvestre Júnior;P. Carpegiani;Morumbi;13;10;3;3;61%;39%;450;299;20;29;4;4;1;1;1;2;8;0
38;03/12/2017;17:05;Chapecoense;Coritiba;2;1;G. Kleina;M. de Oliveira Santos;Arena Condá;15;13;8;4;47%;53%;313;350;18;11;3;2;0;0;0;4;12;6
38;03/12/2017;17:05;Vasco da Gama;Ponte Preta;2;1;J. Mannarino;E. Baptista;Estádio Vasco da Gama;14;10;8;1;49%;51%;333;326;18;16;5;5;0;0;2;0;5;4
38;03/12/2017;17:05;Athletico-PR;Palmeiras;3;0;F. Soares Pessoa;A. Valentim do Carmo Neto;Estádio Joaquim Américo Guimarães;10;17;6;1;35%;65%;332;613;16;14;3;5;0;0;2;1;6;5
